Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol,marketCap,priceToBook,fiftyTwoWeekHigh,fiftyTwoWeekLow
2014-11-21 00:00:00-05:00,26.168808552010614,26.182169666774342,25.839220229315938,25.937206268310547,228717200,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2014-11-24 00:00:00-05:00,26.021834386688052,26.449407129755777,25.97061563778073,26.418230056762695,189803200,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2014-11-25 00:00:00-05:00,26.51621324014914,26.667645449283437,26.155447821587845,26.188852310180664,275361600,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2014-11-26 00:00:00-05:00,26.264573941924883,26.522898521735833,26.24007742586223,26.500629425048828,163073200,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2014-11-28 00:00:00-05:00,26.56075593257638,26.589707287146798,26.28907023684329,26.48504066467285,99257600,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2014-12-01 00:00:00-05:00,26.458317049668572,26.556303114280798,24.779201328119733,25.62544059753418,335256000,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2014-12-02 00:00:00-05:00,25.27580280194396,25.77686497202655,25.108782078583097,25.527446746826172,237395600,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2014-12-03 00:00:00-05:00,25.776870516217087,25.910486783839957,25.634346270882954,25.81695556640625,172253600,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2014-12-04 00:00:00-05:00,25.781325401620194,26.09977840551739,25.674433059891744,25.718971252441406,168178000,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2014-12-05 00:00:00-05:00,25.830313010289938,25.850356382045785,25.529676026134478,25.609846115112305,153275600,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2014-12-08 00:00:00-05:00,25.409425362960015,25.531907936841996,24.857144318419458,25.030845642089844,230659600,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2014-12-09 00:00:00-05:00,24.538683179534647,25.453956803371263,24.351619101432615,25.41387176513672,240832000,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2014-12-10 00:00:00-05:00,25.478461230080818,25.576445588095396,24.839327838170675,24.930631637573242,178261200,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2014-12-11 00:00:00-05:00,24.999663810416937,25.342613252990418,24.794783753188547,24.857139587402344,165606800,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2014-12-12 00:00:00-05:00,24.59881660346499,24.912816438535767,24.402846195826047,24.436250686645508,224112400,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2014-12-15 00:00:00-05:00,24.652260731227507,24.852685960551074,23.683540771690257,24.10220718383789,268872400,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2014-12-16 00:00:00-05:00,23.687996015393647,24.532007712932455,23.663499503666497,23.772619247436523,243162800,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2014-12-17 00:00:00-05:00,23.855021824167682,24.46074909095804,23.788212832723477,24.364992141723633,213647200,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2014-12-18 00:00:00-05:00,24.912814129302934,25.086515426635742,24.6433542066427,25.086515426635742,236024800,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2014-12-19 00:00:00-05:00,24.99966861924317,25.217908134391404,24.866052346842995,24.89277458190918,353719200,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2014-12-22 00:00:00-05:00,24.977395051075618,25.273577197169182,24.935082587766775,25.15109634399414,180670000,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2014-12-23 00:00:00-05:00,25.215675136823492,25.237944225959406,25.044199582529497,25.062015533447266,104113600,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2014-12-24 00:00:00-05:00,25.07092639902991,25.0998760483416,24.94399070739746,24.94399070739746,57918400,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2014-12-26 00:00:00-05:00,24.964039327626292,25.50295931232443,24.943997649222855,25.384931564331055,134884000,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2014-12-29 00:00:00-05:00,25.340387275585787,25.558626761168487,25.3203439029784,25.367111206054688,110395600,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2014-12-30 00:00:00-05:00,25.306982028232078,25.369336165099824,24.96625999533131,25.05756378173828,119526000,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2014-12-31 00:00:00-05:00,25.12437797877717,25.193412687655695,24.543145555122766,24.581003189086914,165613600,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-01-02 00:00:00-05:00,24.80591962148814,24.817055016851548,23.906234384658674,24.347169876098633,212818400,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-01-05 00:00:00-05:00,24.11556867617278,24.195738769154584,23.474209631341235,23.661272048950195,257142000,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-01-06 00:00:00-05:00,23.725857797065174,23.924055645542914,23.300510745350667,23.663503646850586,263188400,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-01-07 00:00:00-05:00,23.872834880634,24.095529242203433,23.761487699849283,23.995317459106445,160423600,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-01-08 00:00:00-05:00,24.324904573490937,24.975171667068338,24.206875140930833,24.91727066040039,237458000,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-01-09 00:00:00-05:00,25.09096807185582,25.220131182365414,24.543140260651413,24.94399070739746,214798000,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-01-12 00:00:00-05:00,25.075382861811978,25.082063420306202,24.229145371757376,24.329357147216797,198603200,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-01-13 00:00:00-05:00,24.814830045881223,25.11992189929338,24.2536410640754,24.54537010192871,268367600,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-01-14 00:00:00-05:00,24.282591271265595,24.60549738776521,24.16233612262507,24.451839447021484,195826400,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-01-15 00:00:00-05:00,24.496381929976845,24.509743049160285,23.752583512361454,23.7882137298584,240056000,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-01-16 00:00:00-05:00,23.834974890873916,23.957457457239105,23.427443841720255,23.60337257385254,314053200,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-01-20 00:00:00-05:00,24.015350727484726,24.26699635532288,23.716941202996626,24.211322784423828,199599600,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-01-21 00:00:00-05:00,24.262545986446522,24.732431147291503,24.111113777752077,24.396163940429688,194303600,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-01-22 00:00:00-05:00,24.55427986211409,25.046434178854543,24.434024707490803,25.030845642089844,215185600,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-01-23 00:00:00-05:00,25.008575256465825,25.331481372372586,24.837099661876888,25.16000747680664,185859200,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-01-26 00:00:00-05:00,25.329249836077082,25.46732091715834,25.119918344207544,25.186725616455078,222460000,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-01-27 00:00:00-05:00,25.035296295572685,25.048659110774842,24.28036264903307,24.304859161376953,382274800,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-01-28 00:00:00-05:00,26.19553532123924,26.304656774129587,25.678884506225586,25.678884506225586,585908400,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-01-29 00:00:00-05:00,25.90380177927654,26.54293505342104,25.73455362985777,26.47835350036621,337745600,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-01-30 00:00:00-05:00,26.367008484163446,26.723319065228587,26.02183159996176,26.09086799621582,334982000,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-02-02 00:00:00-05:00,26.289068625372668,26.538485209317315,25.85036048522611,26.418230056762695,250956400,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-02-03 00:00:00-05:00,26.389277320160577,26.520666155421967,26.191079508276978,26.42268180847168,207662800,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-02-04 00:00:00-05:00,26.389274556938666,26.83689057578271,26.346962096240286,26.625329971313477,280598800,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-02-05 00:00:00-05:00,26.833262754092647,26.8802146412026,26.66111208902792,26.815378189086914,168984800,0.1175,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-02-06 00:00:00-05:00,26.833259287893966,26.884681883180647,26.482249372284485,26.58956527709961,174826400,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-02-09 00:00:00-05:00,26.50460361777916,26.793011545559803,26.477774219640615,26.766183853149414,155559200,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-02-10 00:00:00-05:00,26.86679490610053,27.30947065641,26.86456040190281,27.280405044555664,248034000,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-02-11 00:00:00-05:00,27.4480849442056,27.92876773418781,27.387720922081506,27.919824600219727,294247200,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-02-12 00:00:00-05:00,28.1836397519824,28.50111502281552,28.07408935106872,28.273069381713867,297898000,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-02-13 00:00:00-05:00,28.456396085770706,28.456396085770706,28.091972390713874,28.41168212890625,217088800,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-02-17 00:00:00-05:00,28.50334709347577,28.814115414050107,28.375910436349848,28.579362869262695,252609600,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-02-18 00:00:00-05:00,28.53464941162004,28.791758955378995,28.494406163851437,28.778345108032227,179566800,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-02-19 00:00:00-05:00,28.72469017042502,28.84765614006931,28.691155547547964,28.71798324584961,149449600,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-02-20 00:00:00-05:00,28.755986560261935,28.95273208618164,28.628551598396026,28.95273208618164,195793600,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-02-23 00:00:00-05:00,29.068993635922478,29.735240936279297,28.98850713302014,29.735240936279297,283896400,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-02-24 00:00:00-05:00,29.721819665510388,29.86937878589206,29.326094174107197,29.549667358398438,276912400,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-02-25 00:00:00-05:00,29.413291759928978,29.42223659898732,28.65090627439126,28.79399299621582,298846800,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-02-26 00:00:00-05:00,28.793993218724225,29.25902592111176,28.306605241431175,29.158418655395508,365150000,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-02-27 00:00:00-05:00,29.064516071556902,29.191954433369677,28.6710284667124,28.72021484375,248059200,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-03-02 00:00:00-05:00,28.89683553358837,29.127115652158107,28.684441680042795,28.86106300354004,192386800,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-03-03 00:00:00-05:00,28.832006471235324,28.95720693954078,28.637495433050795,28.92143440246582,151265200,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-03-04 00:00:00-05:00,28.86330583572629,28.966147612814165,28.688918986353976,28.738101959228516,126665200,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-03-05 00:00:00-05:00,28.747045809793374,28.78505284884034,28.116569380673152,28.261892318725586,226068400,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-03-06 00:00:00-05:00,28.706795871600054,28.923662136098294,28.22835109318331,28.304365158081055,291368400,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-03-09 00:00:00-04:00,28.608432226564318,28.968386993214324,27.960069474894784,28.42510223388672,354114000,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-03-10 00:00:00-04:00,28.261894297673237,28.442988077589106,27.67836800046826,27.83710479736328,275426400,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-03-11 00:00:00-04:00,27.89076299470218,27.895233709190794,27.30052974994993,27.329593658447266,275756000,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-03-12 00:00:00-04:00,27.345236295376903,27.924291743869144,27.19320645810173,27.82368278503418,193450800,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-03-13 00:00:00-04:00,27.812509887920488,28.03608311578845,27.405606681429926,27.63141441345215,207309200,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-03-16 00:00:00-04:00,27.696258672031433,27.935482025146484,27.470450876270547,27.935482025146484,143497200,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-03-17 00:00:00-04:00,28.147872829185296,28.46534643834115,28.09197951606369,28.402746200561523,204092400,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-03-18 00:00:00-04:00,28.39379736822414,28.87671631544111,28.25294686148329,28.722450256347656,261083600,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-03-19 00:00:00-04:00,28.785055085724473,28.89684170741661,28.483231548301408,28.50558853149414,183238000,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-03-20 00:00:00-04:00,28.673260014034692,28.706794626076913,27.98241971431732,28.147863388061523,274780400,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-03-23 00:00:00-04:00,28.4206236323072,28.583831100662433,28.28647835794704,28.440744400024414,150838800,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-03-24 00:00:00-04:00,28.445219327641052,28.62631137025159,28.295423985491286,28.32448959350586,131369200,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-03-25 00:00:00-04:00,28.290957265813407,28.35355749848494,27.58446502685547,27.58446502685547,206620800,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-03-26 00:00:00-04:00,27.445844138878122,27.919818190271027,27.41007161121858,27.776731491088867,190291600,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-03-27 00:00:00-04:00,27.850519374222753,27.879583282336927,27.479388670333233,27.555402755737305,158184800,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-03-30 00:00:00-04:00,27.734258952655647,28.25965568474945,27.72307960923156,28.252948760986328,188398800,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-03-31 00:00:00-04:00,28.19035029756813,28.279779938789392,27.803569529949318,27.8192195892334,168362400,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-04-01 00:00:00-04:00,27.90641120918879,27.973483862183773,27.52186497090484,27.778974533081055,162485600,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-04-02 00:00:00-04:00,27.953363472775234,28.071857023622695,27.76556275952157,28.018199920654297,128880400,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-04-06 00:00:00-04:00,27.828151985720044,28.5078146087164,27.796851879229834,28.472042083740234,148776000,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-04-07 00:00:00-04:00,28.53688427279769,28.64419845795688,28.16575363267385,28.172460556030273,140049200,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-04-08 00:00:00-04:00,28.136694324923393,28.259660299756256,27.939950470919413,28.080801010131836,149316800,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-04-09 00:00:00-04:00,28.13669053445155,28.299899742176528,27.870639551780606,28.295427322387695,129936000,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-04-10 00:00:00-04:00,28.159049107071894,28.440751869190336,28.004784730209327,28.41615867614746,160752000,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-04-13 00:00:00-04:00,28.700096313028435,28.744813691106838,28.306608630720113,28.360265731811523,145460400,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-04-14 00:00:00-04:00,28.393799540472454,28.458635980331014,28.150105544268396,28.2372989654541,102098400,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-04-15 00:00:00-04:00,28.261891123123785,28.422862406229676,28.172461495357215,28.34461212158203,115881600,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-04-16 00:00:00-04:00,28.23282416139142,28.4161541219565,28.194817125772264,28.20823097229004,113476000,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-04-17 00:00:00-04:00,28.069625446651756,28.201532860566026,27.82592968915786,27.890766143798828,207828000,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-04-20 00:00:00-04:00,28.074091168777347,28.644201896987713,27.984661533255597,28.527944564819336,188217200,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-04-21 00:00:00-04:00,28.639728960157683,28.66208423381124,28.320017502658818,28.373676300048828,129740400,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-04-22 00:00:00-04:00,28.39156530709311,28.811882384780063,28.241771645472213,28.75598907470703,150618000,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-04-23 00:00:00-04:00,28.684445594261174,29.158419741982218,28.6486730593314,28.990739822387695,183083600,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-04-24 00:00:00-04:00,29.174070941951815,29.205371056546777,28.89236649914051,29.127119064331055,178103600,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-04-27 00:00:00-04:00,29.58096835568369,29.76430000980455,29.321622635371526,29.656982421875,387816800,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-04-28 00:00:00-04:00,30.061663684406184,30.079546544101667,28.968390519684544,29.189725875854492,475696000,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-04-29 00:00:00-04:00,29.10028830173846,29.419996337723425,28.6844420165528,28.760456085205078,253544400,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-04-30 00:00:00-04:00,28.760454496199674,28.760454496199674,27.85274790732656,27.98018455505371,332781600,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-05-01 00:00:00-04:00,28.19258759539381,29.09358926122926,28.01373001177917,28.829771041870117,234050400,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-05-04 00:00:00-04:00,28.952725873951017,29.191950806315692,28.67549391158984,28.773866653442383,203953200,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-05-05 00:00:00-04:00,28.65090617855955,28.717978825446583,28.121038749919382,28.125511169433594,197085600,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-05-06 00:00:00-04:00,28.295433971094788,28.33791344042844,27.58000015232617,27.948896408081055,288564000,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-05-07 00:00:00-04:00,28.0117459042515,28.30585132579892,27.843365604552613,28.121755599975586,175763600,0.13,0.0,AAPL,3461518196736,60.79108,237.49,164.08
2015-05-08 00:00:00-04:00,28.440555065405746,28.651592254638672,28.312586106857754,28.651592254638672,222201600,0.0,0.0,AAPL,3461518196736,60.79108,237.49,164.08
